player_slot,hero_id,item_0,item_1,item_2,item_3,item_4,item_5,backpack_0,backpack_1,backpack_2,item_neutral,kills,deaths,assists,leaver_status,last_hits,denies,gold_per_min,xp_per_min,level,won,match_id,hero_damage,tower_damage,hero_healing,gold,gold_spent,scaled_hero_damage,scaled_tower_damage,scaled_hero_healing,ability_upgrades,additional_units,match_id_int
129.0,36.0,231.0,188.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,2.0,7.0,6.0,0.0,69.0,3.0,209.0,257.0,13.0,0.0,5408432625.0,,,,,,,,,,,5408432625
4.0,7.0,1.0,178.0,90.0,218.0,180.0,60.0,0.0,0.0,0.0,311.0,5.0,13.0,26.0,0.0,111.0,1.0,321.0,617.0,25.0,0.0,5475320306.0,,,,,,,,,,,5475320306
1.0,42.0,249.0,208.0,73.0,63.0,11.0,137.0,0.0,0.0,0.0,326.0,9.0,2.0,13.0,0.0,285.0,15.0,627.0,768.0,24.0,True,5551190515.0,30782.0,10759.0,3602.0,2247.0,20410.0,18539.0,4400.0,1437.0,"[{'ability': 5086, 'time': 224, 'level': 1}, {'ability': 5087, 'time': 353, 'level': 2}, {'ability': 5087, 'time': 389, 'level': 3}, {'ability': 5088, 'time': 518, 'level': 4}, {'ability': 5088, 'time': 653, 'level': 5}, {'ability': 5089, 'time': 806, 'level': 6}, {'ability': 5087, 'time': 881, 'level': 7}, {'ability': 5088, 'time': 966, 'level': 8}, {'ability': 5088, 'time': 1056, 'level': 9}, {'ability': 5087, 'time': 1136, 'level': 10}, {'ability': 6119, 'time': 1206, 'level': 11}, {'ability': 5089, 'time': 1313, 'level': 12}, {'ability': 5086, 'time': 1434, 'level': 13}, {'ability': 5086, 'time': 1481, 'level': 14}, {'ability': 6822, 'time': 1573, 'level': 15}, {'ability': 5086, 'time': 1723, 'level': 16}, {'ability': 5089, 'time': 1874, 'level': 17}, {'ability': 6201, 'time': 2012, 'level': 18}]",,5551190515
4.0,77.0,208.0,194.0,216.0,0.0,164.0,0.0,0.0,0.0,0.0,378.0,10.0,4.0,16.0,0.0,210.0,13.0,560.0,631.0,22.0,1.0,5452157427.0,,,,,,,,,,,5452157427
2.0,105.0,178.0,96.0,108.0,214.0,88.0,30.0,60.0,0.0,0.0,349.0,6.0,7.0,10.0,0.0,186.0,1.0,404.0,478.0,26.0,True,5603275253.0,39494.0,1176.0,0.0,7366.0,15140.0,16799.0,396.0,0.0,"[{'ability': 5599, 'time': 153, 'level': 1}, {'ability': 5601, 'time': 345, 'level': 2}, {'ability': 5601, 'time': 457, 'level': 3}, {'ability': 5600, 'time': 646, 'level': 4}, {'ability': 5599, 'time': 810, 'level': 5}, {'ability': 5602, 'time': 908, 'level': 6}, {'ability': 5599, 'time': 1027, 'level': 7}, {'ability': 5599, 'time': 1163, 'level': 8}, {'ability': 5601, 'time': 1164, 'level': 9}, {'ability': 6000, 'time': 1261, 'level': 10}, {'ability': 5601, 'time': 1403, 'level': 11}, {'ability': 5602, 'time': 1434, 'level': 12}, {'ability': 5600, 'time': 1450, 'level': 13}, {'ability': 5600, 'time': 1603, 'level': 14}, {'ability': 6410, 'time': 1731, 'level': 15}, {'ability': 5600, 'time': 2009, 'level': 16}, {'ability': 5602, 'time': 2649, 'level': 17}, {'ability': 6093, 'time': 2758, 'level': 18}, {'ability': 6998, 'time': 3834, 'level': 19}]",,5603275253
3.0,104.0,1.0,50.0,73.0,112.0,81.0,11.0,0.0,0.0,0.0,378.0,2.0,10.0,5.0,0.0,166.0,22.0,342.0,465.0,20.0,False,5532506613.0,7124.0,2541.0,1551.0,369.0,12635.0,5268.0,1209.0,794.0,"[{'ability': 5595, 'time': 195, 'level': 1}, {'ability': 5597, 'time': 316, 'level': 2}, {'ability': 5597, 'time': 402, 'level': 3}, {'ability': 5595, 'time': 519, 'level': 4}, {'ability': 5596, 'time': 595, 'level': 5}, {'ability': 5598, 'time': 678, 'level': 6}, {'ability': 5597, 'time': 796, 'level': 7}, {'ability': 5597, 'time': 878, 'level': 8}, {'ability': 5596, 'time': 1044, 'level': 9}, {'ability': 5596, 'time': 1212, 'level': 10}, {'ability': 5595, 'time': 1396, 'level': 11}, {'ability': 5598, 'time': 1472, 'level': 12}, {'ability': 6115, 'time': 1626, 'level': 13}, {'ability': 5596, 'time': 1781, 'level': 14}, {'ability': 6016, 'time': 1817, 'level': 15}, {'ability': 5595, 'time': 1903, 'level': 16}, {'ability': 5598, 'time': 2092, 'level': 17}, {'ability': 6526, 'time': 2627, 'level': 18}]",,5532506613
128.0,63.0,168.0,116.0,133.0,135.0,26.0,123.0,0.0,0.0,0.0,362.0,6.0,7.0,4.0,0.0,436.0,24.0,549.0,605.0,27.0,False,5530231287.0,29354.0,3549.0,0.0,179.0,27275.0,12815.0,1768.0,0.0,"[{'ability': 5290, 'time': 238, 'level': 1}, {'ability': 5291, 'time': 391, 'level': 2}, {'ability': 5290, 'time': 484, 'level': 3}, {'ability': 5289, 'time': 567, 'level': 4}, {'ability': 5290, 'time': 648, 'level': 5}, {'ability': 5292, 'time': 711, 'level': 6}, {'ability': 5290, 'time': 795, 'level': 7}, {'ability': 5291, 'time': 877, 'level': 8}, {'ability': 5291, 'time': 997, 'level': 9}, {'ability': 5291, 'time': 1162, 'level': 10}, {'ability': 6200, 'time': 1283, 'level': 11}, {'ability': 5292, 'time': 1368, 'level': 12}, {'ability': 5289, 'time': 1536, 'level': 13}, {'ability': 5289, 'time': 1643, 'level': 14}, {'ability': 6987, 'time': 1723, 'level': 15}, {'ability': 5289, 'time': 1973, 'level': 16}, {'ability': 5292, 'time': 2179, 'level': 17}, {'ability': 6989, 'time': 2429, 'level': 18}, {'ability': 6131, 'time': 3079, 'level': 19}]",,5530231287
0.0,73.0,208.0,116.0,141.0,48.0,137.0,112.0,0.0,0.0,0.0,364.0,9.0,4.0,17.0,0.0,409.0,7.0,882.0,722.0,28.0,1.0,5450643955.0,,,,,,,,,,,5450643955
2.0,25.0,250.0,100.0,40.0,48.0,277.0,77.0,0.0,0.0,0.0,288.0,10.0,9.0,12.0,0.0,94.0,7.0,816.0,1376.0,29.0,0.0,5438990836.0,,,,,,,,,,,5438990836
130.0,26.0,1.0,90.0,214.0,108.0,218.0,77.0,34.0,0.0,0.0,362.0,11.0,7.0,10.0,0.0,72.0,15.0,285.0,517.0,23.0,0.0,5464472059.0,,,,,,,,,,,5464472059
1.0,28.0,63.0,152.0,216.0,43.0,181.0,216.0,216.0,0.0,0.0,381.0,0.0,11.0,8.0,0.0,91.0,3.0,248.0,327.0,15.0,False,5534380546.0,4244.0,23.0,0.0,1521.0,5820.0,2101.0,6.0,0.0,"[{'ability': 5116, 'time': 223, 'level': 1}, {'ability': 5115, 'time': 370, 'level': 2}, {'ability': 5114, 'time': 454, 'level': 3}, {'ability': 5116, 'time': 654, 'level': 4}, {'ability': 5116, 'time': 829, 'level': 5}, {'ability': 5117, 'time': 884, 'level': 6}, {'ability': 5116, 'time': 968, 'level': 7}, {'ability': 5115, 'time': 1139, 'level': 8}, {'ability': 5114, 'time': 1236, 'level': 9}, {'ability': 5969, 'time': 1285, 'level': 10}, {'ability': 5114, 'time': 1437, 'level': 11}, {'ability': 5117, 'time': 1572, 'level': 12}, {'ability': 5114, 'time': 1838, 'level': 13}, {'ability': 5115, 'time': 2012, 'level': 14}, {'ability': 6889, 'time': 2195, 'level': 15}]",,5534380546
128.0,57.0,178.0,11.0,43.0,31.0,29.0,0.0,0.0,0.0,0.0,381.0,0.0,12.0,4.0,0.0,35.0,8.0,173.0,189.0,10.0,0.0,5402362402.0,,,,,,,,,,,5402362402
130.0,53.0,152.0,88.0,181.0,63.0,166.0,28.0,28.0,17.0,0.0,306.0,0.0,4.0,1.0,0.0,172.0,13.0,311.0,301.0,14.0,False,5451256362.0,,,,,,,,,,,5451256362
4.0,2.0,1.0,50.0,36.0,112.0,114.0,73.0,0.0,0.0,0.0,311.0,3.0,9.0,12.0,0.0,200.0,13.0,419.0,628.0,25.0,1.0,5404230187.0,,,,,,,,,,,5404230187
1.0,80.0,216.0,240.0,216.0,216.0,63.0,0.0,0.0,0.0,0.0,299.0,4.0,7.0,9.0,0.0,160.0,9.0,347.0,456.0,19.0,False,5499703863.0,,,,,,,,,,"[{'unitname': 'spirit_bear', 'item_0': 50, 'item_1': 135, 'item_2': 11, 'item_3': 143, 'item_4': 0, 'item_5': 0, 'backpack_0': 0, 'backpack_1': 0, 'backpack_2': 0, 'item_neutral': 0}]",5499703863
129.0,36.0,231.0,210.0,269.0,127.0,0.0,42.0,0.0,0.0,0.0,311.0,3.0,10.0,22.0,0.0,95.0,3.0,355.0,473.0,23.0,False,5612263994.0,15634.0,424.0,12807.0,248.0,15480.0,7720.0,214.0,4996.0,"[{'ability': 5158, 'time': 157, 'level': 1}, {'ability': 5159, 'time': 365, 'level': 2}, {'ability': 5159, 'time': 476, 'level': 3}, {'ability': 5158, 'time': 582, 'level': 4}, {'ability': 5159, 'time': 668, 'level': 5}, {'ability': 5161, 'time': 782, 'level': 6}, {'ability': 5158, 'time': 1058, 'level': 7}, {'ability': 5158, 'time': 1161, 'level': 8}, {'ability': 5160, 'time': 1321, 'level': 9}, {'ability': 5159, 'time': 1445, 'level': 10}, {'ability': 5160, 'time': 1471, 'level': 11}, {'ability': 5161, 'time': 1723, 'level': 12}, {'ability': 5160, 'time': 1743, 'level': 13}, {'ability': 5982, 'time': 1956, 'level': 14}, {'ability': 7111, 'time': 2047, 'level': 15}, {'ability': 5160, 'time': 2182, 'level': 16}, {'ability': 5161, 'time': 2773, 'level': 17}, {'ability': 6138, 'time': 2872, 'level': 18}]",,5612263994
130.0,37.0,254.0,188.0,21.0,94.0,218.0,180.0,0.0,0.0,0.0,326.0,2.0,13.0,8.0,0.0,49.0,8.0,191.0,286.0,15.0,0.0,5423622716.0,,,,,,,,,,,5423622716
129.0,2.0,50.0,127.0,279.0,242.0,11.0,90.0,0.0,0.0,0.0,381.0,9.0,8.0,17.0,0.0,161.0,8.0,469.0,625.0,22.0,True,5513310782.0,23671.0,2421.0,0.0,4159.0,13035.0,13906.0,991.0,0.0,"[{'ability': 5008, 'time': 188, 'level': 1}, {'ability': 5009, 'time': 340, 'level': 2}, {'ability': 5009, 'time': 419, 'level': 3}, {'ability': 5008, 'time': 511, 'level': 4}, {'ability': 5007, 'time': 652, 'level': 5}, {'ability': 5010, 'time': 730, 'level': 6}, {'ability': 5009, 'time': 828, 'level': 7}, {'ability': 5009, 'time': 895, 'level': 8}, {'ability': 5007, 'time': 1117, 'level': 9}, {'ability': 5007, 'time': 1220, 'level': 10}, {'ability': 5007, 'time': 1338, 'level': 11}, {'ability': 5918, 'time': 1405, 'level': 12}, {'ability': 5010, 'time': 1441, 'level': 13}, {'ability': 5008, 'time': 1506, 'level': 14}, {'ability': 6196, 'time': 1682, 'level': 15}, {'ability': 5008, 'time': 1797, 'level': 16}, {'ability': 5010, 'time': 2027, 'level': 17}, {'ability': 6079, 'time': 2252, 'level': 18}]",,5513310782
1.0,42.0,50.0,11.0,237.0,237.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,8.0,247.0,275.0,7.0,0.0,5510191690.0,,,,,,,,,,,5510191690
129.0,50.0,98.0,226.0,269.0,29.0,88.0,218.0,0.0,0.0,0.0,311.0,1.0,9.0,23.0,0.0,148.0,1.0,308.0,544.0,26.0,False,5625459287.0,9745.0,31.0,14884.0,1555.0,14365.0,5717.0,12.0,6381.0,"[{'ability': 5233, 'time': 214, 'level': 1}, {'ability': 5235, 'time': 318, 'level': 2}, {'ability': 5235, 'time': 598, 'level': 3}, {'ability': 5233, 'time': 710, 'level': 4}, {'ability': 5235, 'time': 826, 'level': 5}, {'ability': 7304, 'time': 841, 'level': 6}, {'ability': 5235, 'time': 980, 'level': 7}, {'ability': 5233, 'time': 1219, 'level': 8}, {'ability': 5234, 'time': 1413, 'level': 9}, {'ability': 5233, 'time': 1424, 'level': 10}, {'ability': 6926, 'time': 1553, 'level': 11}, {'ability': 7304, 'time': 1574, 'level': 12}, {'ability': 5234, 'time': 1687, 'level': 13}, {'ability': 5234, 'time': 1711, 'level': 14}, {'ability': 6232, 'time': 1851, 'level': 15}, {'ability': 5234, 'time': 1859, 'level': 16}, {'ability': 7304, 'time': 2087, 'level': 17}, {'ability': 6141, 'time': 2275, 'level': 18}, {'ability': 6626, 'time': 3411, 'level': 19}]",,5625459287
4.0,100.0,50.0,145.0,40.0,154.0,185.0,168.0,0.0,0.0,0.0,335.0,4.0,5.0,14.0,0.0,242.0,11.0,452.0,614.0,24.0,True,5516157530.0,13987.0,443.0,0.0,3772.0,16785.0,7926.0,225.0,0.0,"[{'ability': 7322, 'time': 259, 'level': 1}, {'ability': 5566, 'time': 370, 'level': 2}, {'ability': 7322, 'time': 593, 'level': 3}, {'ability': 5565, 'time': 669, 'level': 4}, {'ability': 7322, 'time': 866, 'level': 5}, {'ability': 5568, 'time': 903, 'level': 6}, {'ability': 7322, 'time': 1042, 'level': 7}, {'ability': 5566, 'time': 1274, 'level': 8}, {'ability': 5565, 'time': 1333, 'level': 9}, {'ability': 5565, 'time': 1432, 'level': 10}, {'ability': 5565, 'time': 1434, 'level': 11}, {'ability': 5911, 'time': 1554, 'level': 12}, {'ability': 5568, 'time': 1656, 'level': 13}, {'ability': 5566, 'time': 1772, 'level': 14}, {'ability': 6423, 'time': 1850, 'level': 15}, {'ability': 5566, 'time': 1932, 'level': 16}, {'ability': 5568, 'time': 2004, 'level': 17}, {'ability': 6194, 'time': 2215, 'level': 18}]",,5516157530
3.0,104.0,50.0,127.0,114.0,73.0,135.0,112.0,11.0,0.0,0.0,375.0,12.0,4.0,17.0,0.0,202.0,9.0,545.0,619.0,23.0,1.0,5483713118.0,,,,,,,,,,,5483713118
3.0,100.0,50.0,210.0,112.0,252.0,0.0,81.0,0.0,0.0,0.0,306.0,5.0,5.0,19.0,0.0,200.0,7.0,467.0,623.0,24.0,True,5554485855.0,15946.0,6415.0,4109.0,3855.0,16030.0,10750.0,3441.0,1363.0,"[{'ability': 7322, 'time': 208, 'level': 1}, {'ability': 5566, 'time': 325, 'level': 2}, {'ability': 7322, 'time': 413, 'level': 3}, {'ability': 5566, 'time': 498, 'level': 4}, {'ability': 7322, 'time': 632, 'level': 5}, {'ability': 5568, 'time': 740, 'level': 6}, {'ability': 7322, 'time': 818, 'level': 7}, {'ability': 5566, 'time': 948, 'level': 8}, {'ability': 5566, 'time': 1060, 'level': 9}, {'ability': 414, 'time': 1162, 'level': 10}, {'ability': 5565, 'time': 1260, 'level': 11}, {'ability': 5568, 'time': 1360, 'level': 12}, {'ability': 5565, 'time': 1479, 'level': 13}, {'ability': 5565, 'time': 1590, 'level': 14}, {'ability': 5565, 'time': 1748, 'level': 15}, {'ability': 6423, 'time': 2024, 'level': 16}, {'ability': 5568, 'time': 2128, 'level': 17}, {'ability': 6194, 'time': 2380, 'level': 18}]",,5554485855
132.0,14.0,11.0,178.0,218.0,214.0,267.0,244.0,0.0,0.0,0.0,336.0,3.0,11.0,5.0,0.0,63.0,10.0,236.0,373.0,17.0,0.0,5496771169.0,,,,,,,,,,,5496771169
2.0,26.0,94.0,214.0,40.0,232.0,102.0,254.0,36.0,0.0,0.0,331.0,3.0,8.0,17.0,0.0,49.0,4.0,323.0,419.0,19.0,1.0,5362240102.0,,,,,,,,,,,5362240102
130.0,65.0,1.0,188.0,57.0,244.0,214.0,42.0,181.0,0.0,0.0,300.0,3.0,15.0,9.0,0.0,51.0,0.0,248.0,460.0,21.0,0.0,5449433704.0,,,,,,,,,,,5449433704
132.0,36.0,218.0,36.0,267.0,94.0,96.0,180.0,0.0,0.0,0.0,330.0,7.0,12.0,16.0,0.0,88.0,2.0,365.0,534.0,24.0,1.0,5292933741.0,,,,,,,,,,,5292933741
128.0,87.0,29.0,44.0,38.0,0.0,88.0,57.0,0.0,0.0,0.0,71.0,1.0,12.0,5.0,0.0,61.0,4.0,224.0,325.0,13.0,0.0,5469577838.0,,,,,,,,,,,5469577838
128.0,6.0,147.0,152.0,236.0,26.0,63.0,75.0,0.0,0.0,0.0,359.0,10.0,3.0,6.0,0.0,186.0,19.0,533.0,611.0,20.0,1.0,5388411513.0,,,,,,,,,,,5388411513
132.0,91.0,92.0,178.0,231.0,218.0,188.0,16.0,0.0,216.0,0.0,308.0,2.0,7.0,16.0,0.0,27.0,7.0,210.0,333.0,18.0,0.0,5288954505.0,,,,,,,,,,,5288954505
4.0,29.0,178.0,81.0,63.0,168.0,38.0,149.0,0.0,0.0,0.0,364.0,2.0,9.0,9.0,0.0,197.0,8.0,302.0,452.0,20.0,0.0,5490727568.0,,,,,,,,,,,5490727568
128.0,41.0,63.0,158.0,156.0,75.0,75.0,0.0,0.0,0.0,0.0,379.0,5.0,8.0,13.0,0.0,234.0,4.0,423.0,502.0,21.0,1.0,5443486356.0,,,,,,,,,,,5443486356
2.0,47.0,152.0,75.0,75.0,63.0,236.0,158.0,0.0,0.0,0.0,212.0,7.0,6.0,18.0,0.0,193.0,28.0,594.0,835.0,24.0,True,5603662486.0,33301.0,8442.0,0.0,5606.0,13675.0,22275.0,3987.0,0.0,"[{'ability': 5218, 'time': 225, 'level': 1}, {'ability': 5220, 'time': 330, 'level': 2}, {'ability': 5218, 'time': 358, 'level': 3}, {'ability': 5220, 'time': 443, 'level': 4}, {'ability': 5218, 'time': 534, 'level': 5}, {'ability': 5221, 'time': 598, 'level': 6}, {'ability': 5218, 'time': 687, 'level': 7}, {'ability': 5220, 'time': 768, 'level': 8}, {'ability': 5220, 'time': 857, 'level': 9}, {'ability': 6565, 'time': 1016, 'level': 10}, {'ability': 5219, 'time': 1072, 'level': 11}, {'ability': 5221, 'time': 1207, 'level': 12}, {'ability': 5219, 'time': 1253, 'level': 13}, {'ability': 5219, 'time': 1302, 'level': 14}, {'ability': 5943, 'time': 1466, 'level': 15}, {'ability': 5219, 'time': 1549, 'level': 16}, {'ability': 5221, 'time': 1714, 'level': 17}, {'ability': 5942, 'time': 1902, 'level': 18}]",,5603662486
129.0,70.0,208.0,108.0,240.0,38.0,63.0,81.0,0.0,0.0,0.0,375.0,18.0,1.0,9.0,0.0,187.0,14.0,567.0,635.0,22.0,1.0,5480172186.0,,,,,,,,,,,5480172186
130.0,37.0,180.0,94.0,0.0,108.0,218.0,0.0,0.0,0.0,0.0,375.0,3.0,4.0,21.0,0.0,39.0,8.0,288.0,354.0,15.0,1.0,5461605019.0,,,,,,,,,,,5461605019
132.0,109.0,174.0,123.0,75.0,40.0,63.0,216.0,11.0,0.0,0.0,212.0,3.0,4.0,5.0,0.0,199.0,12.0,402.0,517.0,19.0,False,5510435496.0,,,,,,,,,,,5510435496
4.0,48.0,156.0,160.0,139.0,63.0,236.0,117.0,216.0,0.0,0.0,363.0,14.0,4.0,20.0,0.0,346.0,5.0,623.0,678.0,27.0,1.0,5463253674.0,,,,,,,,,,,5463253674
132.0,63.0,250.0,174.0,168.0,0.0,48.0,123.0,75.0,0.0,0.0,367.0,10.0,12.0,20.0,0.0,495.0,18.0,556.0,636.0,30.0,0.0,5393164970.0,,,,,,,,,,,5393164970
128.0,42.0,249.0,208.0,112.0,137.0,135.0,63.0,33.0,60.0,0.0,377.0,13.0,2.0,10.0,0.0,502.0,26.0,706.0,740.0,29.0,True,5604522669.0,50103.0,12643.0,3975.0,6156.0,31350.0,19018.0,5761.0,1516.0,"[{'ability': 5086, 'time': 152, 'level': 1}, {'ability': 5088, 'time': 309, 'level': 2}, {'ability': 5087, 'time': 372, 'level': 3}, {'ability': 5088, 'time': 493, 'level': 4}, {'ability': 5088, 'time': 568, 'level': 5}, {'ability': 5089, 'time': 671, 'level': 6}, {'ability': 5088, 'time': 769, 'level': 7}, {'ability': 5087, 'time': 867, 'level': 8}, {'ability': 5087, 'time': 1013, 'level': 9}, {'ability': 6119, 'time': 1142, 'level': 10}, {'ability': 5087, 'time': 1227, 'level': 11}, {'ability': 5089, 'time': 1310, 'level': 12}, {'ability': 5086, 'time': 1387, 'level': 13}, {'ability': 5086, 'time': 1482, 'level': 14}, {'ability': 5928, 'time': 1555, 'level': 15}, {'ability': 5086, 'time': 1670, 'level': 16}, {'ability': 5089, 'time': 1857, 'level': 17}, {'ability': 6821, 'time': 2012, 'level': 18}, {'ability': 6566, 'time': 2566, 'level': 19}]",,5604522669
130.0,1.0,147.0,208.0,75.0,145.0,117.0,63.0,14.0,216.0,0.0,378.0,6.0,4.0,6.0,0.0,310.0,11.0,558.0,649.0,23.0,1.0,5436967604.0,,,,,,,,,,,5436967604
0.0,83.0,187.0,108.0,0.0,36.0,214.0,42.0,244.0,0.0,0.0,290.0,4.0,9.0,24.0,0.0,50.0,2.0,291.0,598.0,23.0,False,5597487802.0,13993.0,0.0,5702.0,1239.0,9910.0,7603.0,0.0,3133.0,"[{'ability': 338, 'time': 208, 'level': 1}, {'ability': 5436, 'time': 316, 'level': 2}, {'ability': 338, 'time': 390, 'level': 3}, {'ability': 5435, 'time': 602, 'level': 4}, {'ability': 5436, 'time': 724, 'level': 5}, {'ability': 5437, 'time': 828, 'level': 6}, {'ability': 5436, 'time': 994, 'level': 7}, {'ability': 338, 'time': 1146, 'level': 8}, {'ability': 5436, 'time': 1260, 'level': 9}, {'ability': 6956, 'time': 1429, 'level': 10}, {'ability': 338, 'time': 1568, 'level': 11}, {'ability': 5437, 'time': 1641, 'level': 12}, {'ability': 5435, 'time': 1976, 'level': 13}, {'ability': 5435, 'time': 1977, 'level': 14}, {'ability': 5435, 'time': 1989, 'level': 15}, {'ability': 339, 'time': 2081, 'level': 16}, {'ability': 5437, 'time': 2115, 'level': 17}, {'ability': 6190, 'time': 2433, 'level': 18}]",,5597487802
129.0,83.0,223.0,214.0,43.0,81.0,108.0,0.0,0.0,0.0,0.0,359.0,4.0,5.0,27.0,0.0,85.0,7.0,337.0,597.0,23.0,True,5609204412.0,21705.0,3783.0,17765.0,1633.0,12185.0,11678.0,1617.0,9239.0,"[{'ability': 338, 'time': 135, 'level': 1}, {'ability': 5436, 'time': 327, 'level': 2}, {'ability': 338, 'time': 362, 'level': 3}, {'ability': 5436, 'time': 416, 'level': 4}, {'ability': 5436, 'time': 481, 'level': 5}, {'ability': 5437, 'time': 575, 'level': 6}, {'ability': 5436, 'time': 692, 'level': 7}, {'ability': 338, 'time': 819, 'level': 8}, {'ability': 338, 'time': 901, 'level': 9}, {'ability': 6956, 'time': 1170, 'level': 10}, {'ability': 5435, 'time': 1257, 'level': 11}, {'ability': 5437, 'time': 1385, 'level': 12}, {'ability': 5435, 'time': 1467, 'level': 13}, {'ability': 5435, 'time': 1523, 'level': 14}, {'ability': 339, 'time': 1769, 'level': 15}, {'ability': 5435, 'time': 1928, 'level': 16}, {'ability': 5437, 'time': 2020, 'level': 17}, {'ability': 6190, 'time': 2229, 'level': 18}]",,5609204412
1.0,2.0,50.0,127.0,11.0,0.0,226.0,244.0,0.0,0.0,0.0,71.0,4.0,1.0,5.0,0.0,104.0,2.0,425.0,392.0,13.0,1.0,5433399996.0,,,,,,,,,,,5433399996
0.0,36.0,254.0,77.0,36.0,63.0,216.0,216.0,38.0,0.0,0.0,360.0,4.0,15.0,5.0,0.0,32.0,1.0,184.0,308.0,15.0,0.0,5436179138.0,,,,,,,,,,,5436179138
129.0,104.0,249.0,73.0,63.0,240.0,11.0,21.0,0.0,0.0,0.0,359.0,5.0,10.0,6.0,0.0,106.0,14.0,326.0,448.0,18.0,False,5533704907.0,13690.0,0.0,1301.0,796.0,9580.0,8610.0,0.0,1138.0,"[{'ability': 5597, 'time': 212, 'level': 1}, {'ability': 5596, 'time': 317, 'level': 2}, {'ability': 5596, 'time': 388, 'level': 3}, {'ability': 5597, 'time': 508, 'level': 4}, {'ability': 5597, 'time': 563, 'level': 5}, {'ability': 5598, 'time': 681, 'level': 6}, {'ability': 5597, 'time': 842, 'level': 7}, {'ability': 5596, 'time': 1068, 'level': 8}, {'ability': 5595, 'time': 1213, 'level': 9}, {'ability': 6115, 'time': 1260, 'level': 10}, {'ability': 5596, 'time': 1370, 'level': 11}, {'ability': 5598, 'time': 1421, 'level': 12}, {'ability': 5595, 'time': 1506, 'level': 13}, {'ability': 5595, 'time': 1678, 'level': 14}, {'ability': 6016, 'time': 1956, 'level': 15}, {'ability': 5598, 'time': 2117, 'level': 16}, {'ability': 5595, 'time': 2118, 'level': 17}]",,5533704907
131.0,42.0,50.0,208.0,240.0,137.0,0.0,135.0,11.0,0.0,0.0,363.0,7.0,4.0,21.0,0.0,293.0,21.0,586.0,729.0,26.0,True,5539695309.0,19456.0,9815.0,5051.0,6249.0,20665.0,11276.0,4193.0,1441.0,"[{'ability': 5086, 'time': 215, 'level': 1}, {'ability': 5087, 'time': 341, 'level': 2}, {'ability': 5088, 'time': 419, 'level': 3}, {'ability': 5088, 'time': 563, 'level': 4}, {'ability': 5087, 'time': 735, 'level': 5}, {'ability': 5089, 'time': 835, 'level': 6}, {'ability': 5088, 'time': 857, 'level': 7}, {'ability': 5088, 'time': 924, 'level': 8}, {'ability': 5087, 'time': 1105, 'level': 9}, {'ability': 6119, 'time': 1211, 'level': 10}, {'ability': 5087, 'time': 1327, 'level': 11}, {'ability': 5089, 'time': 1367, 'level': 12}, {'ability': 5086, 'time': 1529, 'level': 13}, {'ability': 5086, 'time': 1640, 'level': 14}, {'ability': 5928, 'time': 1710, 'level': 15}, {'ability': 5086, 'time': 1796, 'level': 16}, {'ability': 5089, 'time': 1909, 'level': 17}, {'ability': 6201, 'time': 2117, 'level': 18}, {'ability': 6566, 'time': 2586, 'level': 19}]",,5539695309
0.0,63.0,263.0,117.0,156.0,141.0,158.0,133.0,0.0,63.0,0.0,325.0,11.0,5.0,12.0,0.0,411.0,17.0,697.0,704.0,28.0,True,5531984589.0,43523.0,14064.0,0.0,4641.0,30065.0,21870.0,6624.0,0.0,"[{'ability': 5290, 'time': 156, 'level': 1}, {'ability': 5291, 'time': 317, 'level': 2}, {'ability': 5291, 'time': 372, 'level': 3}, {'ability': 5290, 'time': 455, 'level': 4}, {'ability': 5289, 'time': 626, 'level': 5}, {'ability': 5292, 'time': 768, 'level': 6}, {'ability': 5290, 'time': 872, 'level': 7}, {'ability': 5291, 'time': 902, 'level': 8}, {'ability': 5290, 'time': 1090, 'level': 9}, {'ability': 5938, 'time': 1142, 'level': 10}, {'ability': 5291, 'time': 1236, 'level': 11}, {'ability': 5292, 'time': 1314, 'level': 12}, {'ability': 5289, 'time': 1442, 'level': 13}, {'ability': 5289, 'time': 1598, 'level': 14}, {'ability': 437, 'time': 1712, 'level': 15}, {'ability': 5289, 'time': 1870, 'level': 16}, {'ability': 5292, 'time': 2041, 'level': 17}, {'ability': 6989, 'time': 2224, 'level': 18}, {'ability': 6131, 'time': 2678, 'level': 19}]",,5531984589
132.0,39.0,98.0,41.0,77.0,77.0,63.0,24.0,122.0,56.0,0.0,311.0,4.0,9.0,9.0,0.0,149.0,9.0,338.0,517.0,21.0,0.0,5388505807.0,,,,,,,,,,,5388505807
